#title = mean sea level anomaly global ocean (Annual signals removed) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 2.97 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2011.3386,,,20.40000,
2011.3521,,21.82000,,
2011.3657,,,24.01000,
2011.3793,,21.30000,,
2011.3929,,,24.94000,
2011.4064,,24.44000,,
2011.4200,,,25.06000,
2011.4336,,25.07000,,
2011.4471,,,25.71000,
2011.4607,,25.88000,,
2011.4743,,,28.06000,
2011.4879,,25.71000,,
2011.5014,,,26.19000,
2011.5151,,24.43000,,
2011.5286,,,25.38000,
2011.5421,,22.34000,,
2011.5558,,,24.45000,
2011.5693,,24.42000,,
2011.5830,,,25.32000,
2011.5965,,26.30000,,
2011.6100,,,27.96000,
2011.6236,,25.24000,,
2011.6372,,,28.22000,
2011.6508,,29.19000,,
2011.6644,,,27.59000,
2011.6778,,26.84000,,
2011.6916,,,25.85000,
2011.7051,,22.85000,,
2011.7187,,,25.38000,
2011.7319,,25.94000,,
2011.7459,,,27.75000,
2011.7591,,27.96000,,
2011.7730,,,30.02000,
2011.7867,,29.78000,,
2011.8002,,,31.12000,
2011.8137,,25.65000,,
2011.8273,,,26.76000,
2011.8408,,25.80000,,
2011.8544,,,26.13000,
2011.8680,,22.10000,,
2011.8816,,,26.99000,
2011.8952,,26.93000,,
2011.9087,,,29.69000,
2011.9220,,28.11000,,
2011.9358,,,30.35000,
2011.9495,,28.62000,,
2011.9631,,,31.12000,
2011.9765,,31.23000,,
2011.9902,,,30.70000,
2012.0037,,28.38000,,
2012.0173,,,32.84000,
2012.0309,,29.30000,,
2012.0445,,,32.59000,
2012.0580,,31.00000,,
2012.0716,,,34.01000,
2012.0849,,31.65000,,
2012.0987,,,32.38000,
2012.1119,,31.73000,,
2012.1258,,,33.80000,
2012.1270,,30.93000,,
2012.1531,,,31.80000,
2012.1672,,28.26000,,
2012.1802,,,31.10000,
2012.2073,,,32.42000,
2012.2345,,,34.71000,
2012.2616,,,32.57000,
2012.2888,,,32.14000,
2012.3159,,,32.40000,
2012.3430,,,33.14000,
2012.3645,,36.16000,,
2012.3702,,,35.34000,
2012.3944,,33.93000,,
2012.3973,,,34.55000,
2012.4242,,36.11000,,
2012.4245,,,33.94000,
2012.4517,,,37.56000,
2012.4540,,38.34000,,
2012.4745,,35.51000,,
2012.4788,,,35.98000,
2012.4949,,36.98000,,
2012.5060,,,35.57000,
2012.5247,,37.67000,,
2012.5331,,,38.82000,
2012.5546,,40.39000,,
2012.5603,,,40.05000,
2012.5844,,37.86000,,
2012.5874,,,38.01000,
2012.6048,,40.50000,,
2012.6145,,,37.53000,
2012.6252,,36.16000,,
2012.6417,,,33.58000,
2012.6552,,35.65000,,
2012.6688,,,36.26000,
2012.6849,,35.96000,,
2012.6961,,,35.24000,
2012.7147,,37.59000,,
2012.7232,,,38.70000,
2012.7350,,36.32000,,
2012.7503,,,38.62000,
2012.7555,,39.07000,,
2012.7775,,,40.04000,
2012.7852,,38.20000,,
2012.8046,,,37.30000,
2012.8151,,36.45000,,
2012.8318,,,36.70000,
2012.8355,,37.36000,,
2012.8559,,40.58000,,
2012.8589,,,38.62000,
2012.8858,,39.94000,,
2012.8861,,,38.83000,
2012.9132,,,37.46000,
2012.9156,,37.45000,,
2012.9404,,,40.44000,
2012.9454,,38.33000,,
2012.9658,,35.10000,,
2012.9675,,,37.61000,
2012.9862,,35.61000,,
2012.9946,,,38.49000,
2013.0162,,39.40000,,
2013.0218,,,38.62000,
2013.0459,,38.08000,,
2013.0489,,,38.65000,
2013.0758,,42.41000,,
2013.0761,,,40.84000,
2013.0961,,39.93000,,
2013.1031,,,40.09000,
2013.1167,,40.66000,,
2013.1304,,,37.60000,
2013.1464,,39.58000,,
2013.1575,,,39.37000,
2013.1846,,,40.96000,
2013.2118,,,39.77000,
2013.2196,,37.17000,,
2013.2265,,38.72000,,
2013.2469,,39.95000,,
2013.2765,,36.70000,,
2013.2933,,,37.68000,
2013.3066,,34.13000,,
2013.3204,,,40.34000,
2013.3269,,35.12000,,
2013.3473,,41.60000,,
2013.3475,,,40.68000,
2013.3747,,,38.57000,
2013.3771,,41.30000,,
2013.4018,,,37.86000,
2013.4070,,39.83000,,
2013.4290,,,37.73000,
2013.4368,,35.56000,,
2013.4561,,,36.42000,
2013.4572,,31.81000,,
2013.4833,,,37.89000,
2013.5104,,,36.85000,
2013.5376,,,36.56000,
2013.5648,,,38.06000,
2013.5919,,,37.79000,
2013.6190,,,33.49000,
2013.6462,,,33.54000,
2013.6696,,,37.22000,
2013.7071,,,33.05000,
2013.7276,,,34.94000,
2013.7548,,,36.11000,
2013.7819,,,36.58000,
2013.8091,,,39.70000,
2013.8362,,,41.15000,
2013.8634,,,39.22000,
2013.8905,,,38.36000,
2013.9177,,,37.53000,
2013.9448,,,35.13000,
2013.9720,,,37.11000,
2013.9992,,,38.49000,
2014.0263,,,38.40000,
2014.0534,,,38.51000,
2014.0806,,,36.58000,
2014.1077,,,38.60000,
2014.1349,,,41.18000,
2014.1620,,,40.94000,
2014.1891,,,41.31000,
2014.2163,,,40.12000,
2014.2435,,,39.90000,
2014.2705,,,40.36000,
2014.2978,,,40.52000,
2014.3249,,,38.28000,
2014.3520,,,38.01000,
2014.3791,,,38.19000,
2014.4063,,,39.17000,
2014.4334,,,38.20000,
2014.4606,,,40.36000,
2014.4878,,,41.80000,
2014.5149,,,42.61000,
2014.5421,,,42.19000,
2014.5692,,,39.26000,
2014.5964,,,41.16000,
2014.6235,,,42.75000,
2014.6507,,,43.01000,
2014.6777,,,42.52000,
2014.7050,,,42.14000,
2014.7321,,,39.28000,
2014.7593,,,41.40000,
2014.7864,,,44.73000,
2014.8136,,,44.30000,
2014.8407,,,41.71000,
2014.8679,,,41.73000,
2014.8950,,,38.31000,
2014.9222,,,39.70000,
2014.9493,,,48.02000,
2014.9776,,,45.55000,
2015.0036,,,41.67000,
2015.0308,,,44.88000,
2015.0579,,,44.76000,
2015.0850,,,46.71000,
2015.1122,,,47.21000,
2015.1394,,,49.37000,
2015.1664,,,48.41000,
2015.1936,,,47.07000,
2015.2207,,,46.77000,
2015.2479,,,48.04000,
2015.2750,,,49.20000,
2015.3023,,,48.57000,
2015.3293,,,48.02000,
2015.3565,,,46.85000,
2015.3837,,,45.31000,
2015.4108,,,47.57000,
2015.4380,,,48.68000,
2015.4650,,,49.30000,
2015.4923,,,50.20000,
2015.5194,,,48.98000,
2015.5465,,,49.22000,
2015.5736,,,49.16000,
2015.6009,,,50.83000,
2015.6280,,,49.41000,
2015.6551,,,53.17000,
2015.6823,,,53.39000,
2015.7094,,,51.55000,
2015.7366,,,53.23000,
2015.7637,,,53.80000,
2015.7909,,,54.48000,
2015.8181,,,56.61000,
2015.8452,,,53.07000,
2015.8723,,,49.64000,
2015.8995,,,52.66000,
2015.9267,,,53.38000,
2015.9538,,,52.32000,
2015.9810,,,51.60000,
2016.0080,,,47.86000,
2016.0353,,,51.55000,
2016.0624,,,55.41000,
2016.0896,,,52.13000,
2016.1167,,,54.91000,
2016.1228,,,,52.03000
2016.1438,,,53.95000,52.18000
2016.1710,,,54.37000,53.10000
2016.1959,,,,51.29000
2016.1981,,,52.52000,
2016.2252,,,55.41000,
2016.2253,,,,55.24000
2016.2513,,,53.77000,
2016.2524,,,,53.75000
2016.2795,,,53.05000,
2016.2796,,,,53.47000
2016.3066,,,,52.52000
2016.3067,,,52.01000,
2016.3338,,,52.06000,
2016.3339,,,,51.90000
2016.3610,,,51.98000,51.89000
2016.3881,,,50.63000,51.85000
2016.4153,,,53.46000,54.65000
2016.4424,,,53.35000,
2016.4425,,,,54.43000
2016.4696,,,55.43000,55.83000
2016.4967,,,53.10000,53.51000
2016.5238,,,52.24000,
2016.5239,,,,52.74000
2016.5511,,,52.34000,52.81000
2016.5782,,,49.95000,50.86000
2016.6053,,,49.51000,49.51000
2016.6325,,,48.47000,48.63000
2016.6596,,,52.04000,
2016.6597,,,,52.30000
2016.6868,,,52.97000,52.13000
2016.7139,,,51.57000,52.40000
2016.7411,,,49.39000,50.20000
2016.7682,,,,48.51000
2016.7953,,,,50.58000
2016.8226,,,,51.24000
2016.8497,,,,52.78000
2016.8769,,,,53.16000
2016.9040,,,,56.94000
2016.9298,,,,54.77000
2016.9582,,,,52.75000
2016.9854,,,,51.61000
2017.0126,,,,52.02000
2017.0397,,,,53.11000
2017.0668,,,,51.54000
2017.0940,,,,49.97000
2017.1211,,,,50.00000
2017.1483,,,,50.94000
2017.1754,,,,52.34000
2017.2026,,,,52.43000
2017.2297,,,,53.45000
2017.2569,,,,55.26000
2017.2840,,,,53.79000
2017.3111,,,,53.24000
2017.3383,,,,52.33000
2017.3655,,,,52.22000
2017.3926,,,,48.98000
2017.4198,,,,52.56000
2017.4469,,,,51.91000
2017.4740,,,,51.67000
2017.5012,,,,52.71000
2017.5284,,,,53.70000
2017.5555,,,,53.34000
2017.5827,,,,57.04000
2017.6098,,,,55.57000
2017.6369,,,,54.58000
2017.6641,,,,54.15000
2017.6913,,,,55.89000
2017.7185,,,,55.49000
2017.7455,,,,53.35000
2017.7727,,,,52.21000
2017.7999,,,,53.75000
2017.8271,,,,55.47000
2017.8542,,,,57.27000
2017.8813,,,,57.01000
2017.9085,,,,58.23000
2017.9355,,,,57.54000
2017.9628,,,,57.78000
2017.9899,,,,55.73000
2018.0170,,,,55.72000
2018.0442,,,,55.29000
2018.0713,,,,56.69000
2018.0985,,,,57.69000
2018.1256,,,,55.58000
2018.1527,,,,54.60000
2018.1800,,,,56.48000
2018.2070,,,,57.15000
2018.2342,,,,56.17000
2018.2614,,,,54.58000
2018.2886,,,,54.31000
2018.3156,,,,55.07000
2018.3428,,,,56.36000
2018.3699,,,,56.45000
2018.3971,,,,55.10000
2018.4242,,,,55.76000
2018.4513,,,,55.18000
2018.4786,,,,55.21000
2018.5057,,,,55.81000
2018.5328,,,,58.46000
2018.5600,,,,58.56000
2018.5871,,,,57.43000
2018.6144,,,,56.22000
2018.6415,,,,56.82000
2018.6686,,,,57.60000
2018.6958,,,,59.76000
2018.7229,,,,59.10000
2018.7501,,,,61.00000
2018.7772,,,,58.33000
2018.8044,,,,59.32000
2018.8315,,,,61.71000
2018.8586,,,,60.07000
2018.8858,,,,59.56000
2018.9129,,,,58.21000
2018.9401,,,,57.86000
2018.9673,,,,57.90000
2018.9944,,,,59.45000
2019.0215,,,,58.93000
2019.0486,,,,64.47000
2019.0758,,,,60.83000
2019.1030,,,,62.30000
2019.1301,,,,60.96000
2019.1463,,,,61.42000
2019.1877,,,,62.33000
2019.2115,,,,64.97000
2019.2387,,,,62.99000
2019.2596,,,,60.88000
2019.2930,,,,60.64000
2019.3202,,,,63.40000
2019.3474,,,,65.59000
2019.3744,,,,63.48000
2019.4016,,,,61.82000
2019.4287,,,,60.26000
2019.4559,,,,64.05000
2019.4830,,,,64.25000
2019.5102,,,,66.01000
2019.5374,,,,64.71000
2019.5644,,,,63.67000
2019.5917,,,,62.80000
2019.6187,,,,65.69000
2019.6459,,,,67.47000
2019.6731,,,,66.26000
2019.7001,,,,65.45000
2019.7273,,,,65.02000
2019.7545,,,,62.77000
2019.7817,,,,64.15000
2019.8088,,,,64.11000
2019.8360,,,,63.36000
2019.8631,,,,67.07000
2019.8903,,,,65.02000
2019.9174,,,,64.11000
2019.9446,,,,65.88000
2019.9717,,,,64.72000
2019.9988,,,,65.76000
2020.0260,,,,63.03000
2020.0531,,,,60.94000
2020.0749,,,,62.41000
2020.1118,,,,67.20000
2020.1346,,,,65.94000
2020.1617,,,,64.11000
2020.1889,,,,65.94000
2020.2160,,,,62.50000
2020.2432,,,,64.01000
2020.2703,,,,65.62000
2020.2975,,,,63.96000
2020.3247,,,,64.23000
2020.3518,,,,65.72000
2020.3788,,,,65.20000
2020.4061,,,,66.13000
2020.4332,,,,66.85000
2020.4595,,,,64.32000
2020.4875,,,,67.38000
2020.5147,,,,66.69000
2020.5418,,,,67.36000
2020.5689,,,,67.18000
2020.5961,,,,66.48000
2020.6232,,,,65.24000
2020.6504,,,,66.02000
2020.6775,,,,66.42000
2020.7048,,,,66.12000
2020.7318,,,,66.14000
2020.7590,,,,66.34000
2020.7817,,,,66.55000
